Master Index,before_after,date_diff,flight_length,label,hierarchy,fold,class,target_class,hclass,number_flights_before,source_file,Unnamed: 0,volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1 FFlow,E1 OilT,E1 OilP,E1 RPM,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,OAT,IAS,VSpd,NormAc,AltMSL,timestep,cluster
27858.0,0,1970-01-01 00:00:00.000000002,4076.0,intake tube/bolt/seal/boot loose or damage,,1.0,11.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
5155.0,1,1969-12-31 23:59:59.999999999,3998.0,intake gasket leak/damage,,1.0,10.0,10.0,0.0,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
7383.0,before,1969-12-31 23:59:59.999999998,3563.0,engine run rough,engine,,,,,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
19931.0,before,1969-12-31 23:59:59.999999997,4959.0,baffle tie/tie rod loose or damage,baffle,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
23949.0,after,1970-01-01 00:00:00.000000001,9733.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
22786.0,0,1970-01-01 00:00:00.000000001,8135.0,intake gasket leak/damage,,3.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
9692.0,same,1970-01-01 00:00:00.000000000,341.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24357.0,before,1969-12-31 23:59:59.999999998,6423.0,intake gasket leak/damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,before,1969-12-31 23:59:59.999999999,10834.0,intake gasket leak/damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
15730.0,before,1969-12-31 23:59:59.999999999,6332.0,engine failure/fire/time out,engine,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16912.0,before,1969-12-31 23:59:59.999999999,7965.0,baffle screw miss/loose,baffle,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16823.0,after,1970-01-01 00:00:00.000000003,4668.0,baffle screw miss/loose,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
11260.0,after,1970-01-01 00:00:00.000000002,4185.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
5285.0,1,1969-12-31 23:59:59.999999998,3049.0,intake gasket leak/damage,,2.0,10.0,10.0,0.0,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
27061.0,after,1970-01-01 00:00:00.000000001,11971.0,cylinder compression issue,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
17216.0,1,1969-12-31 23:59:59.999999999,9749.0,pilot/in-flight noticed issue,,0.0,13.0,13.0,0.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
31605.0,after,1970-01-01 00:00:00.000000003,9135.0,baffle crack/damage/loose/miss,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
31808.0,0,1970-01-01 00:00:00.000000002,2736.0,baffle crack/damage/loose/miss,baffle,1.0,15.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6382.0,after,1970-01-01 00:00:00.000000001,6806.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
7888.0,after,1970-01-01 00:00:00.000000018,4605.0,engine run rough,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
7726.0,before,1969-12-31 23:59:59.999999999,5104.0,engine run rough,engine,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
18986.0,same,1970-01-01 00:00:00.000000000,6706.0,cylinder crack/fail/need part repair,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29912.0,before,1969-12-31 23:59:59.999999998,2425.0,baffle seal loose/damage,baffle,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
28487.0,0,1970-01-01 00:00:00.000000001,6283.0,intake tube/bolt/seal/boot loose or damage,,4.0,11.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
31282.0,after,1970-01-01 00:00:00.000000001,6752.0,cylinder/exhaust push rod/tube damage,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
9274.0,1,1969-12-31 23:59:59.999999999,8963.0,rocker cover leak/loose/damage,,0.0,14.0,14.0,0.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
23947.0,before,1969-12-31 23:59:59.999999997,5882.0,intake gasket leak/damage,,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16060.0,same,1970-01-01 00:00:00.000000000,1554.0,engine failure/fire/time out,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
13134.0,before,1969-12-31 23:59:59.999999999,4419.0,rocker cover leak/loose/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
21916.0,same,1970-01-01 00:00:00.000000000,590.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
4374.0,before,1969-12-31 23:59:59.999999999,8558.0,intake gasket leak/damage,,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
27561.0,before,1969-12-31 23:59:59.999999998,10844.0,intake tube/bolt/seal/boot loose or damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
3764.0,before,1970-01-01 00:00:00.000000000,54.0,intake gasket leak/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
19966.0,after,1970-01-01 00:00:00.000000001,3687.0,baffle tie/tie rod loose or damage,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
2867.0,before,1969-12-31 23:59:59.999999999,3485.0,intake gasket leak/damage,,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16401.0,1,1969-12-31 23:59:59.999999998,4279.0,baffle screw miss/loose,baffle,1.0,18.0,18.0,1.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
31734.0,after,1970-01-01 00:00:00.000000001,5831.0,baffle crack/damage/loose/miss,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16190.0,before,1969-12-31 23:59:59.999999999,5253.0,engine failure/fire/time out,engine,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
15763.0,before,1969-12-31 23:59:59.999999999,3313.0,engine failure/fire/time out,engine,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
30272.0,0,1970-01-01 00:00:00.000000001,3780.0,baffle seal loose/damage,baffle,2.0,19.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
26367.0,before,1969-12-31 23:59:59.999999998,5523.0,drain line/tube damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6544.0,0,1970-01-01 00:00:00.000000001,2144.0,intake gasket leak/damage,,2.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
14082.0,before,1969-12-31 23:59:59.999999999,1555.0,rocker cover leak/loose/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
31474.0,before,1969-12-31 23:59:59.999999999,4339.0,baffle crack/damage/loose/miss,baffle,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
5521.0,after,1970-01-01 00:00:00.000000002,335.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
20814.0,same,1970-01-01 00:00:00.000000000,387.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
25471.0,same,1970-01-01 00:00:00.000000000,1478.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
32512.0,before,1969-12-31 23:59:59.999999999,5960.0,baffle crack/damage/loose/miss,baffle,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
25892.0,after,1970-01-01 00:00:00.000000001,5503.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29681.0,before,1970-01-01 00:00:00.000000000,5529.0,cylinder head/exhaust gas temperature issue,cylinder,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
11132.0,1,1969-12-31 23:59:59.999999999,1786.0,rocker cover leak/loose/damage,,1.0,14.0,14.0,0.0,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
3454.0,after,1970-01-01 00:00:00.000000001,6602.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24840.0,before,1969-12-31 23:59:59.999999997,7919.0,intake gasket leak/damage,,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
20244.0,before,1969-12-31 23:59:59.999999998,325.0,intake gasket leak/damage,,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29569.0,same,1970-01-01 00:00:00.000000000,232.0,cylinder head/exhaust gas temperature issue,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
12988.0,after,1970-01-01 00:00:00.000000002,14.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16566.0,before,1969-12-31 23:59:59.999999999,4932.0,baffle screw miss/loose,baffle,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
15327.0,1,1969-12-31 23:59:59.999999998,6566.0,oil cooler need maintenance,oil,1.0,12.0,12.0,4.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10150.0,1,1969-12-31 23:59:59.999999999,3719.0,rocker cover leak/loose/damage,,0.0,14.0,14.0,0.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
15282.0,after,1970-01-01 00:00:00.000000001,5040.0,oil cooler need maintenance,oil,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
15899.0,1,1969-12-31 23:59:59.999999998,4837.0,engine failure/fire/time out,engine,2.0,4.0,4.0,3.0,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
18914.0,after,1970-01-01 00:00:00.000000004,4279.0,engine seal/tube/bolt loose or damage,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
28411.0,before,1969-12-31 23:59:59.999999997,3110.0,intake tube/bolt/seal/boot loose or damage,,,,,,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24822.0,1,1969-12-31 23:59:59.999999998,4800.0,intake gasket leak/damage,,4.0,10.0,10.0,0.0,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
15632.0,same,1970-01-01 00:00:00.000000000,4028.0,engine failure/fire/time out,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
22223.0,after,1970-01-01 00:00:00.000000002,5944.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
20888.0,1,1969-12-31 23:59:59.999999999,5164.0,intake gasket leak/damage,,2.0,10.0,10.0,0.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
14502.0,after,1970-01-01 00:00:00.000000003,9603.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
4009.0,0,1970-01-01 00:00:00.000000001,6067.0,intake gasket leak/damage,,1.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16151.0,1,1969-12-31 23:59:59.999999999,3760.0,engine failure/fire/time out,engine,4.0,4.0,4.0,3.0,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8090.0,after,1970-01-01 00:00:00.000000001,3454.0,baffle plug need repair/replace,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
26106.0,1,1969-12-31 23:59:59.999999998,4652.0,intake gasket leak/damage,,4.0,10.0,10.0,0.0,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
22046.0,same,1970-01-01 00:00:00.000000000,341.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
21009.0,after,1970-01-01 00:00:00.000000002,5740.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
20375.0,before,1969-12-31 23:59:59.999999991,4463.0,intake gasket leak/damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29732.0,after,1970-01-01 00:00:00.000000003,7856.0,cylinder exhaust valve/stuck valve issue,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
12635.0,0,1970-01-01 00:00:00.000000001,605.0,rocker cover leak/loose/damage,,2.0,14.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
7918.0,same,1970-01-01 00:00:00.000000000,294.0,baffle plug need repair/replace,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
2826.0,same,1970-01-01 00:00:00.000000000,294.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
22534.0,after,1970-01-01 00:00:00.000000001,10736.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6059.0,before,1969-12-31 23:59:59.999999995,4698.0,intake gasket leak/damage,,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6981.0,before,1969-12-31 23:59:59.999999999,6824.0,engine need repair/reinstall/clean,engine,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10584.0,before,1969-12-31 23:59:59.999999999,4948.0,rocker cover leak/loose/damage,,,,,,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
20636.0,same,1970-01-01 00:00:00.000000000,387.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
32280.0,before,1969-12-31 23:59:59.999999998,4792.0,baffle crack/damage/loose/miss,baffle,,,,,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
28307.0,before,1969-12-31 23:59:59.999999999,2550.0,intake tube/bolt/seal/boot loose or damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
11447.0,before,1969-12-31 23:59:59.999999998,5925.0,rocker cover leak/loose/damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
28999.0,same,1970-01-01 00:00:00.000000000,294.0,engine idle/rpm issue,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29140.0,after,1970-01-01 00:00:00.000000001,4356.0,engine idle/rpm issue,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
3458.0,before,1970-01-01 00:00:00.000000000,657.0,intake gasket leak/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24098.0,before,1970-01-01 00:00:00.000000000,5269.0,intake gasket leak/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
22965.0,after,1970-01-01 00:00:00.000000001,4962.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6168.0,0,1970-01-01 00:00:00.000000001,4151.0,intake gasket leak/damage,,2.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8165.0,1,1969-12-31 23:59:59.999999999,1819.0,baffle plug need repair/replace,baffle,1.0,16.0,16.0,1.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
13503.0,1,1969-12-31 23:59:59.999999999,5270.0,rocker cover leak/loose/damage,,3.0,14.0,14.0,0.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10282.0,before,1969-12-31 23:59:59.999999998,2848.0,rocker cover leak/loose/damage,,,,,,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
19391.0,same,1970-01-01 00:00:00.000000000,5151.0,cylinder crack/fail/need part repair,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
7686.0,0,1970-01-01 00:00:00.000000001,3500.0,engine run rough,engine,3.0,7.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
20101.0,before,1969-12-31 23:59:59.999999999,5336.0,oil leak/pressure issue,oil,,,,,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
23766.0,after,1970-01-01 00:00:00.000000005,29.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
429.0,after,1970-01-01 00:00:00.000000001,6051.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6125.0,0,1970-01-01 00:00:00.000000001,6769.0,intake gasket leak/damage,,2.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
18139.0,after,1970-01-01 00:00:00.000000002,6341.0,cowling miss/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
12765.0,1,1969-12-31 23:59:59.999999999,5099.0,rocker cover leak/loose/damage,,2.0,14.0,14.0,0.0,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
27579.0,before,1969-12-31 23:59:59.999999998,4777.0,intake tube/bolt/seal/boot loose or damage,,,,,,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
3745.0,same,1970-01-01 00:00:00.000000000,68.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
2952.0,after,1970-01-01 00:00:00.000000001,6192.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
772.0,after,1970-01-01 00:00:00.000000003,45.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
28106.0,after,1970-01-01 00:00:00.000000002,5193.0,intake tube/bolt/seal/boot loose or damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24752.0,before,1969-12-31 23:59:59.999999996,6474.0,intake gasket leak/damage,,,,,,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
824.0,after,1970-01-01 00:00:00.000000001,4930.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
28018.0,after,1970-01-01 00:00:00.000000003,6474.0,intake tube/bolt/seal/boot loose or damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
23415.0,before,1970-01-01 00:00:00.000000000,4585.0,intake gasket leak/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
2167.0,before,1969-12-31 23:59:59.999999999,3453.0,intake gasket leak/damage,,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
17204.0,same,1970-01-01 00:00:00.000000000,2333.0,pilot/in-flight noticed issue,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29494.0,before,1969-12-31 23:59:59.999999995,5693.0,mixture fail/need adjust,,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
11579.0,same,1970-01-01 00:00:00.000000000,574.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
1529.0,after,1970-01-01 00:00:00.000000026,7371.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
5119.0,after,1970-01-01 00:00:00.000000001,5539.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
5294.0,before,1969-12-31 23:59:59.999999999,6873.0,intake gasket leak/damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
17791.0,before,1969-12-31 23:59:59.999999995,10092.0,aircraft start/external issue,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
13329.0,before,1969-12-31 23:59:59.999999999,4905.0,rocker cover leak/loose/damage,,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16299.0,before,1969-12-31 23:59:59.999999998,3158.0,baffle screw miss/loose,baffle,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
20478.0,same,1970-01-01 00:00:00.000000000,5398.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
31933.0,after,1970-01-01 00:00:00.000000001,5599.0,baffle crack/damage/loose/miss,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
32728.0,1,1969-12-31 23:59:59.999999999,2456.0,baffle crack/damage/loose/miss,baffle,4.0,15.0,15.0,1.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
17158.0,same,1970-01-01 00:00:00.000000000,8292.0,pilot/in-flight noticed issue,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
25829.0,0,1970-01-01 00:00:00.000000001,5671.0,intake gasket leak/damage,,4.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
14297.0,before,1969-12-31 23:59:59.999999999,4590.0,rocker cover leak/loose/damage,,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16334.0,0,1970-01-01 00:00:00.000000002,3809.0,baffle screw miss/loose,baffle,0.0,18.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10974.0,1,1969-12-31 23:59:59.999999998,1678.0,rocker cover leak/loose/damage,,1.0,14.0,14.0,0.0,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
14080.0,0,1970-01-01 00:00:00.000000001,5055.0,rocker cover leak/loose/damage,,4.0,14.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
3875.0,after,1970-01-01 00:00:00.000000002,2922.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
22486.0,0,1970-01-01 00:00:00.000000001,5659.0,intake gasket leak/damage,,3.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
21410.0,after,1970-01-01 00:00:00.000000001,5410.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
23920.0,0,1970-01-01 00:00:00.000000001,4559.0,intake gasket leak/damage,,4.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8105.0,1,1969-12-31 23:59:59.999999999,5944.0,baffle plug need repair/replace,baffle,0.0,16.0,16.0,1.0,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6198.0,before,1969-12-31 23:59:59.999999997,3587.0,intake gasket leak/damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
31733.0,same,1970-01-01 00:00:00.000000000,7378.0,baffle crack/damage/loose/miss,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
2815.0,after,1970-01-01 00:00:00.000000007,2380.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10490.0,after,1970-01-01 00:00:00.000000001,6176.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
15823.0,0,1970-01-01 00:00:00.000000002,9165.0,engine failure/fire/time out,engine,2.0,4.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6271.0,0,1970-01-01 00:00:00.000000001,4947.0,intake gasket leak/damage,,2.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
31436.0,before,1969-12-31 23:59:59.999999994,5366.0,cylinder/exhaust push rod/tube damage,cylinder,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
4223.0,after,1970-01-01 00:00:00.000000001,40.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
7940.0,same,1970-01-01 00:00:00.000000000,201.0,baffle plug need repair/replace,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29242.0,after,1970-01-01 00:00:00.000000001,5493.0,engine crankcase/crankshaft/firewall near repair,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
25751.0,before,1969-12-31 23:59:59.999999998,5626.0,intake gasket leak/damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10789.0,before,1970-01-01 00:00:00.000000000,496.0,rocker cover leak/loose/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
27668.0,same,1970-01-01 00:00:00.000000000,14.0,intake tube/bolt/seal/boot loose or damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
7253.0,after,1970-01-01 00:00:00.000000001,5490.0,engine run rough,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0,0,1970-01-01 00:00:00.000000001,5190.0,intake gasket leak/damage,,0.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
5850.0,1,1969-12-31 23:59:59.999999999,8969.0,intake gasket leak/damage,,2.0,10.0,10.0,0.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8611.0,same,1970-01-01 00:00:00.000000000,278.0,baffle plug need repair/replace,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
25938.0,after,1970-01-01 00:00:00.000000003,3561.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
